序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
274,澳新,澳大利亚,,悉尼,悉尼歌剧院与海港大桥,,景区,文化地标,,9.5,7.0,8.0,9.5,9.0,,,3,180,USD,10.0,8.0,全年,3-5月/9-11月,9.5,9.5,6.0,9.0,8.5,1.4,澳大利亚悉尼文化地标,8.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
275,澳新,澳大利亚,,堪培拉,澳大利亚战争纪念馆,,景区,历史文化,,8.5,6.0,8.0,7.0,8.5,,,4,100,USD,8.0,8.0,全年,3-5月/9-11月,8.5,9.0,8.0,9.2,8.4,1.3,澳大利亚堪培拉历史文化,8.21,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
276,澳新,澳大利亚,,墨尔本,大洋路十二使徒岩,,景区,自然奇观,,9.3,7.0,6.0,9.5,8.0,,,8,150,USD,7.0,7.0,夏秋,11-4月,9.5,8.0,7.0,9.0,8.5,0.9,澳大利亚墨尔本自然奇观,8.24,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
277,澳新,澳大利亚,,塔斯马尼亚,摇篮山-圣克莱尔湖国家公园,,景区,自然生态,,9.0,7.0,5.0,9.0,8.5,,,8,160,USD,5.0,6.0,夏秋,12-4月,9.5,7.0,7.0,9.2,8.2,1.1,澳大利亚塔斯马尼亚自然生态,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
278,澳新,澳大利亚,,黄金海岸,华纳兄弟电影世界,,景区,主题乐园,,8.5,9.5,5.0,7.5,6.0,,,8,180,USD,8.0,8.0,全年,9-11月,7.0,9.0,6.5,9.0,8.5,1.7,澳大利亚黄金海岸主题乐园,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
279,澳新,澳大利亚,,凯恩斯,丹翠雨林,,景区,自然生态,,8.8,7.0,5.0,8.5,8.0,,,6,150,USD,6.0,7.0,旱季,4-10月,9.5,7.0,7.0,9.0,8.0,1.3,澳大利亚凯恩斯自然生态,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
280,澳新,澳大利亚,,阿德莱德,袋鼠岛,,景区,自然生态,,8.8,8.0,5.0,9.0,7.5,,,8,200,USD,5.0,7.0,春夏,9-3月,9.0,7.0,6.5,9.2,8.2,1.5,澳大利亚阿德莱德自然生态,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
281,澳新,澳大利亚,,珀斯,尖峰石阵沙漠,,景区,自然奇观,,8.5,6.0,5.0,8.5,8.0,,,5,130,USD,6.0,7.0,春秋,9-11月/3-5月,8.5,6.5,7.0,9.2,8.2,1.3,澳大利亚珀斯自然奇观,7.58,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
282,西亚,亚美尼亚,,埃里温,埃里温阶梯·共和国广场,Yerevan Cascade & Republic Sq,景区,城市文化,互免签证,8.5,6.0,6.0,8.0,9.0,3岁以上,游览轻松，幼儿可参与,3,250,RMB,5.0,7.0,夏秋,6-10月,8.0,7.0,9.5,7.9,7.6,1.7,亚美尼亚埃里温城市文化,7.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
283,西亚,亚美尼亚,,加尔尼,加尔尼神庙·格加尔德修道院,Garni & Geghard,景区,历史文化,互免签证,8.8,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,250,RMB,5.0,7.0,夏秋,5-10月,9.5,6.5,9.5,7.9,7.6,1.5,亚美尼亚加尔尼历史文化,7.52,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
284,西亚,以色列,,特拉维夫,雅法老城与海滨,,景区,历史海滨,,8.5,6.0,7.0,9.0,8.5,,,4,180,USD,9.0,8.0,全年,4-6月/9-11月,8.5,9.0,6.0,7.1,6.4,1.5,以色列特拉维夫历史海滨,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
285,西亚,以色列,,耶路撒冷,耶路撒冷老城(哭墙·圣墓教堂),,景区,宗教历史,,9.5,5.0,6.0,8.0,9.0,,,6,180,USD,8.0,7.0,春秋,3-5月/9-11月,10.0,8.5,6.5,7.0,6.5,1.5,以色列耶路撒冷宗教历史,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
286,西亚,卡塔尔,,多哈,伊斯兰艺术博物馆,Museum of Islamic Art,景区,艺术博物馆,互免签证,9.0,7.0,7.0,8.0,9.0,全年龄,轻松游览，婴儿车可通行,3,1200,RMB,8.0,7.0,冬,10-4月,9.0,10.0,7.5,9.2,8.4,1.4,卡塔尔多哈艺术博物馆,8.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
287,西亚,卡塔尔,,多哈,卡塔拉文化村·珍珠岛,Katara & The Pearl,景区,文化休闲,互免签证,8.5,7.0,6.0,8.0,7.0,3-14岁,难度适中，有儿童友好设施,4,1200,RMB,8.0,7.0,冬,10-4月,7.5,9.5,6.5,9.2,8.4,1.6,卡塔尔多哈文化休闲,7.96,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
288,西亚,卡塔尔,,多哈,瓦基夫传统市场,,景区,传统文化,,8.5,6.0,6.0,8.0,8.5,,,3,180,USD,9.0,6.0,冬,11-3月,8.5,8.5,6.0,9.0,8.0,1.9,卡塔尔多哈传统文化,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
289,西亚,土耳其,,伊斯坦布尔,圣索菲亚·蓝色清真寺,Hagia Sophia & Blue Mosque,景区,历史文化,免签90天,9.5,6.0,6.0,9.0,9.0,6岁以上,有一定步行量，需能独立行走,5,600,RMB,9.0,7.0,春秋,4-6月/9-11月,10.0,9.0,8.5,7.5,7.5,1.3,土耳其伊斯坦布尔历史文化,8.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
290,西亚,土耳其,,伊斯坦布尔,大巴扎·加拉太塔,Grand Bazaar & Galata Tower,景区,历史商业,免签90天,8.8,6.0,6.0,8.0,9.0,6岁以上,有一定步行量，需能独立行走,4,600,RMB,9.0,8.0,春秋,4-6月/9-11月,8.5,8.5,8.0,7.5,7.5,2.2,土耳其伊斯坦布尔历史商业,8.01,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
291,西亚,土耳其,,卡帕多奇亚,卡帕多奇亚热气球,Cappadocia,景区,自然地质,免签90天,9.5,6.0,4.0,10.0,8.0,10岁以上,体力消耗大，需能长时间步行,6,600,RMB,6.0,5.0,春秋,4-6月/9-10月,10.0,8.0,8.0,7.4,7.1,2.0,土耳其卡帕多奇亚自然地质,7.78,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
292,西亚,土耳其,,安塔利亚,安塔利亚老城,Antalya Old Town & Beach,景区,海滨历史,免签90天,8.8,7.0,6.0,9.0,8.0,3-14岁,难度适中，有儿童友好设施,5,500,RMB,7.0,7.0,夏,5-10月,8.0,8.5,8.5,7.0,7.5,2.4,土耳其安塔利亚海滨历史,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
293,西亚,土耳其,,棉花堡,棉花堡·希拉波利斯,Pamukkale & Hierapolis,景区,自然地质,免签90天,9.0,6.0,5.0,9.0,8.0,6岁以上,步行量中等,4,500,RMB,6.0,6.0,春秋,4-6月/9-11月,9.0,7.5,8.5,7.0,7.5,1.8,土耳其棉花堡自然地质,7.61,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
294,西亚,土耳其,,以弗所,以弗所古城,Ephesus Ancient City,景区,历史遗迹,免签90天,9.0,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,500,RMB,6.0,7.0,春秋,3-5月/9-11月,9.5,7.5,8.5,7.0,7.5,2.0,土耳其以弗所历史遗迹,7.55,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
295,西亚,土耳其,,费特希耶,厄吕代尼兹蓝色泻湖,Oludeniz Blue Lagoon,景区,自然海湾,免签90天,9.0,6.0,4.0,9.0,8.0,8岁以上,有一定体力要求,4,500,RMB,5.0,6.0,夏,6-9月,8.5,7.5,8.5,7.0,7.5,2.2,土耳其费特希耶自然海湾,7.42,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
296,西亚,土耳其,,番红花城,番红花城,Safranbolu,景区,历史古城,免签90天,8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,400,RMB,5.0,7.0,春秋,4-6月/9-10月,9.0,7.0,9.0,7.0,7.5,2.3,土耳其番红花城历史古城,7.34,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
297,西亚,土耳其,,卡帕多奇亚,卡帕多奇亚,,景区,自然+人文,否,9.4,8.0,6.6,9.6,8.8,4-12岁,,2天,2300,RMB,7.0,8.1,"4-6月, 9-10月",,9.4,7.6,8.1,7.3,6.9,2.0,土耳其卡帕多奇亚自然+人文,8.12,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
298,西亚,土耳其,,伊斯坦布尔,历史半岛+圣索菲亚周边,,景区,文化城市,否,9.3,7.8,7.0,9.2,9.1,6-15岁,,2天,1800,RMB,9.0,8.0,"4-6月, 9-11月",,9.6,8.8,8.5,7.2,7.1,2.1,土耳其伊斯坦布尔文化城市,8.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
299,西亚,格鲁吉亚,,第比利斯,第比利斯老城·硫磺浴,Tbilisi Old Town & Sulphur Baths,景区,历史温泉,互免签证,9.0,6.0,6.0,9.0,9.0,6岁以上,有一定步行量，需能独立行走,4,300,RMB,6.0,7.0,春秋,4-6月/9-10月,8.5,7.5,9.5,8.2,7.9,1.5,格鲁吉亚第比利斯历史温泉,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
300,西亚,格鲁吉亚,,西格纳吉,卡赫季葡萄酒产区,Kakheti Wine Region,景区,葡萄酒庄,互免签证,8.5,5.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,250,RMB,5.0,6.0,秋,9-10月,8.0,6.5,10.0,8.2,7.9,1.9,格鲁吉亚西格纳吉葡萄酒庄,7.41,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
301,西亚,格鲁吉亚,,卡兹别吉,卡兹别吉·三位一体教堂,Kazbegi & Gergeti Trinity,景区,自然宗教,互免签证,9.2,4.0,3.0,9.0,8.0,8岁以上,高海拔山区徒步,5,300,RMB,5.0,5.0,夏,6-9月,9.0,6.0,9.5,8.2,7.9,1.8,格鲁吉亚卡兹别吉自然宗教,7.36,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
302,西亚,格鲁吉亚,,库塔伊西,格拉特修道院·普罗米修斯洞,Gelati & Prometheus Cave,景区,历史自然,互免签证,8.3,5.0,5.0,7.0,7.0,6岁以上,步行量中等,4,250,RMB,5.0,7.0,春秋,4-6月/9-10月,8.5,6.5,9.5,8.2,7.9,1.8,格鲁吉亚库塔伊西历史自然,7.27,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
303,西亚,格鲁吉亚,,第比利斯/卡兹别克,卡兹别吉圣三一教堂+高加索山区,,景区,自然+文化,互免/免签,9.0,6.8,6.0,9.0,8.4,8岁+,,1-2天,1500,RMB,6.5,7.8,5-10月,,8.9,6.6,8.9,8.0,7.9,1.4,格鲁吉亚第比利斯/卡兹别克自然+文化,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
304,西亚,沙特,,吉达,吉达历史街区,"Al-Balad, Jeddah",景区,历史文化,免签30天,8.3,5.0,5.0,7.0,8.0,6岁以上,步行量中等,3,800,RMB,7.0,7.0,冬,10-3月,8.5,8.0,7.5,8.0,7.5,1.5,沙特吉达历史文化,7.44,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
305,西亚,沙特,,利雅得,德拉伊耶历史区,"Ad Diriyah, Riyadh",景区,历史文化,免签30天,8.5,5.0,5.0,7.0,7.0,6岁以上,步行量中等,3,1000,RMB,7.0,6.0,冬,10-3月,8.5,8.5,7.0,8.0,7.5,1.7,沙特利雅得历史文化,7.39,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
306,西亚,沙特,,欧拉,欧拉古城遗迹,AlUla Heritage Site,景区,历史遗迹,免签30天,9.0,4.0,4.0,8.0,8.0,8岁以上,有一定体力要求,4,1200,RMB,4.0,4.0,冬,10-3月,9.5,8.0,7.5,8.0,7.5,1.5,沙特欧拉历史遗迹,7.23,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
307,西亚,沙特,,阿尔乌拉,黑格拉古城/阿尔乌拉,,景区,文化遗产,是,9.1,7.2,6.8,9.0,8.1,6-15岁,,1-2天,2600,RMB,6.8,7.8,10月-次年3月,,9.3,7.4,7.1,8.0,7.5,1.5,沙特阿尔乌拉文化遗产,7.96,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
308,西亚,约旦,,死海,死海漂浮体验,,景区,自然奇观,,8.5,6.0,6.0,9.0,7.0,,,3,100,USD,6.0,6.0,春秋,3-5月/10-11月,8.5,7.0,7.0,8.0,7.0,1.2,约旦死海自然奇观,7.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
309,西亚,约旦,,亚喀巴,瓦迪拉姆沙漠,,景区,自然奇观,,9.2,5.0,3.0,9.5,8.5,,,8,80,USD,4.0,5.0,春秋,3-5月/10-11月,10.0,6.0,8.0,7.5,7.0,1.4,约旦亚喀巴自然奇观,7.23,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
310,西亚,约旦,,佩特拉,佩特拉古城,,景区,文化遗产,否,9.4,7.1,5.9,9.1,8.5,8岁+,,1-2天,2100,RMB,6.3,7.2,"3-5月, 9-11月",,9.8,6.8,8.0,7.5,7.2,1.4,约旦佩特拉文化遗产,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
311,西亚,阿塞拜疆,,巴库,老城+火焰塔+里海滨海区,,景区,城市文化,互免/免签,8.7,7.2,7.0,8.8,8.4,6-15岁,,1-2天,1600,RMB,7.8,8.0,"4-6月, 9-10月",,8.3,7.8,8.3,7.7,7.4,1.9,阿塞拜疆巴库城市文化,7.99,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
312,西亚,阿曼,,马斯喀特,苏丹卡布斯大清真寺,Sultan Qaboos Grand Mosque,景区,宗教建筑,免签30天,9.0,5.0,5.0,8.0,8.0,6岁以上,步行量中等,2,800,RMB,6.0,6.0,冬,10-3月,9.0,8.0,7.5,9.0,8.5,1.4,阿曼马斯喀特宗教建筑,7.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
313,西亚,阿曼,,尼兹瓦,尼兹瓦古堡与市场,,景区,历史文化,,8.5,5.0,5.0,8.0,8.5,,,4,100,USD,5.0,5.0,冬,10-3月,9.0,6.5,8.0,9.0,8.0,1.3,阿曼尼兹瓦历史文化,7.42,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
314,西亚,阿曼,,瓦希巴,瓦希巴沙漠,Wahiba Sands Desert,景区,沙漠探险,免签30天,8.5,4.0,3.0,8.0,7.0,6岁以上,沙漠越野，婴幼儿不适,5,800,RMB,4.0,5.0,冬,10-3月,8.5,6.5,7.0,9.0,8.5,1.8,阿曼瓦希巴沙漠探险,7.01,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
315,西亚,阿曼,,马斯喀特/周边,瓦迪沙卜+海岸山谷,,景区,自然风光,是,9.0,7.0,5.8,8.8,8.5,8岁+,,1天,1800,RMB,6.2,7.5,10月-次年4月,,8.7,6.7,8.2,8.8,8.1,1.1,阿曼马斯喀特/周边自然风光,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
316,西亚,阿联酋,,阿布扎比,谢赫扎耶德大清真寺,Sheikh Zayed Grand Mosque,景区,宗教建筑,互免签证,9.5,6.0,6.0,9.0,9.0,3岁以上,游览轻松，幼儿可参与,2,1200,RMB,8.0,8.0,冬,10-4月,9.5,10.0,8.0,9.2,8.7,1.3,阿联酋阿布扎比宗教建筑,8.66,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
317,西亚,阿联酋,,迪拜,哈利法塔与迪拜喷泉,,景区,都市地标,,9.5,8.0,7.0,9.5,9.0,,,4,250,USD,10.0,8.0,冬春,11-3月,8.5,10.0,5.5,9.0,8.5,1.5,阿联酋迪拜都市地标,8.72,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
318,西亚,阿联酋,,迪拜,哈利法塔·迪拜购物中心,Burj Khalifa & Dubai Mall,景区,现代地标,互免签证,9.3,8.0,6.0,9.0,8.0,3岁以上,游览轻松，幼儿可参与,3,1500,RMB,9.0,8.0,冬,10-4月,8.5,10.0,6.5,9.2,8.7,1.2,阿联酋迪拜现代地标,8.58,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
319,西亚,阿联酋,,阿布扎比,卢浮宫阿布扎比,Louvre Abu Dhabi,景区,艺术博物馆,互免签证,9.0,7.0,7.0,8.0,9.0,全年龄,轻松游览，婴儿车可通行,3,1200,RMB,8.0,8.0,冬,10-4月,9.0,10.0,7.5,9.2,8.7,0.9,世界最大博物馆，蒙娜丽莎与胜利女神,8.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
320,西亚,阿联酋,,迪拜,棕榈岛·帆船酒店,Palm Jumeirah & Burj Al Arab,景区,城市奢华,互免签证,9.0,7.0,5.0,10.0,7.0,6岁以上,步行量中等,3,2000,RMB,9.0,7.0,冬,10-4月,8.0,10.0,5.5,9.2,8.7,1.4,阿联酋迪拜城市奢华,8.29,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
321,西亚,阿联酋,,迪拜,棕榈岛亚特兰蒂斯,,景区,度假综合体,,9.0,9.0,6.0,9.5,6.0,,,8,200,USD,9.0,7.0,冬春,11-3月,7.5,10.0,5.0,9.0,8.5,1.2,阿联酋迪拜度假综合体,8.24,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
322,西亚,阿联酋,,迪拜,迪拜沙漠保护区,Dubai Desert Conservation,景区,沙漠体验,互免签证,8.8,6.0,4.0,9.0,7.0,4岁以上,沙漠冲沙刺激，太小会害怕,4,1200,RMB,7.0,5.0,冬,10-3月,8.0,8.5,7.0,9.2,8.7,2.0,阿联酋迪拜沙漠体验,7.76,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
323,西亚,阿联酋,,迪拜,哈利法塔+迪拜市区地标群,,景区,城市地标,互免/免签,9.0,8.7,8.3,9.1,9.0,3-12岁,,1-2天,2500,RMB,9.8,8.6,11月-次年3月,,8.8,9.6,7.0,8.7,8.6,1.4,阿联酋迪拜城市地标,8.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
324,西亚(免签),伊朗,,伊斯法罕,伊玛目广场,,景区,世界遗产,,9.2,5.0,6.0,8.0,9.0,,,5,40,USD,5.0,5.0,春秋,3-5月/9-11月,10.0,6.0,9.5,6.5,7.0,1.3,伊朗伊斯法罕世界遗产,7.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
325,西亚(免签),伊朗,,亚兹德,亚兹德古城,,景区,世界遗产,,8.8,4.0,5.0,8.0,9.0,,,5,30,USD,5.0,6.0,春秋,3-5月/10-11月,10.0,5.5,9.5,7.0,7.5,1.5,伊朗亚兹德世界遗产,7.31,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
326,西亚(免签),伊朗,,设拉子,波斯波利斯,,景区,世界遗产,,9.0,4.0,5.0,8.0,9.0,,,4,35,USD,5.0,5.0,春秋,3-5月/10-11月,10.0,5.5,9.5,6.5,7.0,1.1,伊朗设拉子世界遗产,7.18,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
327,西亚/东欧,亚美尼亚,,埃奇米阿津,埃奇米阿津大教堂,,景区,世界遗产,,8.5,4.0,6.0,7.5,8.5,,,3,40,USD,5.0,7.0,夏秋,5-10月,9.5,6.0,9.0,7.5,7.0,1.5,亚美尼亚埃奇米阿津世界遗产,7.26,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
328,西亚/东欧,亚美尼亚,,加尼,加尼神庙与格哈尔德修道院,,景区,历史文化,,8.8,4.0,4.0,8.0,8.5,,,5,40,USD,5.0,6.0,夏秋,5-10月,9.5,5.5,9.0,7.5,7.0,1.9,亚美尼亚加尼历史文化,7.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
329,西亚/东欧,土耳其,,伊斯坦布尔,圣索菲亚大教堂与蓝色清真寺,,景区,历史文化,,9.0,6.0,7.0,9.5,9.0,,,6,70,USD,9.0,7.0,春秋,4-6月/9-10月,10.0,8.5,8.0,7.0,6.5,1.7,土耳其伊斯坦布尔历史文化,8.17,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
330,西亚/东欧,土耳其,,安塔利亚,安塔利亚老城与海滩,,景区,海滨历史,,8.5,7.0,6.0,9.0,8.0,,,6,80,USD,7.0,7.0,春夏秋,4-10月,8.5,8.0,8.5,7.5,7.0,2.3,土耳其安塔利亚海滨历史,7.78,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
331,西亚/东欧,土耳其,,棉花堡,棉花堡温泉阶地,,景区,自然奇观,,9.0,7.0,5.0,9.0,7.5,,,4,70,USD,6.0,7.0,春秋,4-6月/9-10月,9.5,7.5,8.5,7.5,7.0,1.3,土耳其棉花堡自然奇观,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
332,西亚/东欧,土耳其,,卡帕多西亚,格雷梅露天博物馆与热气球,,景区,自然文化,,9.5,6.0,4.0,10.0,8.5,,,8,120,USD,5.0,5.0,春秋夏,4-6月/9-10月,10.0,7.5,8.0,7.5,7.0,2.0,土耳其卡帕多西亚自然文化,7.67,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
333,西亚/东欧,土耳其,,以弗所,以弗所古城遗址,,景区,世界遗产,,9.0,5.0,5.0,8.0,8.5,,,4,70,USD,6.0,6.0,春秋,4-5月/9-10月,10.0,7.0,8.5,7.5,7.0,1.3,土耳其以弗所世界遗产,7.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
334,西亚/东欧,格鲁吉亚,,第比利斯,第比利斯老城与硫磺浴,,景区,历史文化,,8.8,6.0,6.0,9.0,9.0,,,5,50,USD,7.0,7.0,春夏秋,5-10月,9.0,7.0,9.5,8.0,7.5,1.3,格鲁吉亚第比利斯历史文化,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
335,西亚/东欧,格鲁吉亚,,卡兹别吉,圣三一教堂(格尔格蒂),,景区,自然宗教,,9.2,4.0,3.0,9.5,9.0,,,5,40,USD,4.0,4.0,夏,6-9月,10.0,5.5,9.5,8.0,7.5,1.8,格鲁吉亚卡兹别吉自然宗教,7.31,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
336,非洲(免签),摩洛哥,,马拉喀什,杰马夫纳广场与老城,,景区,文化体验,,9.0,6.0,5.0,8.5,8.5,,,6,60,USD,7.0,6.0,春秋,3-5月/9-11月,9.5,7.0,8.5,6.5,6.0,1.7,摩洛哥马拉喀什文化体验,7.46,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
337,非洲(免签),摩洛哥,,舍夫沙万,蓝色小镇舍夫沙万,,景区,文化风情,,9.0,5.0,4.0,9.5,9.0,,,3,45,USD,5.0,6.0,春秋,3-5月/9-11月,8.5,5.5,9.0,7.0,6.5,2.4,摩洛哥舍夫沙万文化风情,7.17,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
338,非洲(免签),摩洛哥,,非斯,非斯古城麦地那,,景区,世界遗产,,8.8,4.0,4.0,7.5,8.5,,,5,50,USD,6.0,6.0,春秋,3-5月/9-11月,10.0,6.0,8.5,6.5,6.0,2.1,摩洛哥非斯世界遗产,7.04,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
339,非洲/西亚,埃及,,开罗,吉萨金字塔群与狮身人面像,,景区,世界遗产,,9.0,6.0,5.0,8.5,8.0,,,4,50,USD,7.0,6.0,冬春,10-4月,10.0,7.0,8.0,5.0,4.5,1.7,埃及开罗世界遗产,7.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
340,非洲/西亚,埃及,,卢克索,帝王谷与卡纳克神庙,,景区,世界遗产,,9.2,4.0,4.0,8.0,8.5,,,6,60,USD,5.0,5.0,冬,11-3月,10.0,6.0,8.5,5.5,5.0,1.9,埃及卢克索世界遗产,6.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
